text,sarcastic
and i strongly dispute that albert einstein was a bundle of emotions too. who says he didn't have emotions?? it is just that he is not a bundle of it. and also i think music is a bundle of emotions and not man. because music generates emotions and it is not wrong that dear mr. alberto was a music lover but that doesn't mean he is a bundle of emotions!!!!!!!!!!,0
"Well, at least accoreding to your ""because I say so"" belief. The woman, of course, don't need to pay attention to your desire to control her own body in bondage to your particular brand of outraged morality.",0
"Apparently, you have the sides confused. The left pushes porn more so than the right does. That's part of the meaning of ""liberal""...""anything goes""! :p",1
Imagine looking at your newborn baby girl and naming that shit Brogan,0
"I'm sure you reproduce these quotes in good faith, but you ought to know they are not necessarily what they seem. The Darwin quote is a particularly craven quote mine: he was expressing empathy with those of his readers who found it difficult to imagine how such a thing as an eye could evolve by stages; effectively putting himself in their place so that he might more readily take them by the hand and show them how such evolution may occur, with ample supporting evidence from the natural world. I refer you to the Quote Mine Project for further edification.",0
"The question is do the dogs want to be protected ? Those poor dogs, for all you know they might prefer death.",1
When I read your stuff it's as if I had not read anything.,1
"Just this morning there was an article in the paper about a woman in the Extreme Southern part of Texas in Brownsville being shot ""with a stray bullet from Mexican soldiers"" on our side of the river. Over 80% of the crimes are committed by Mexican gang members, many of which are ex-soldiers and drug enforcement for the mafias.Nope, not safe at all when foreign invaders attack Texans on our side of the river and do pseudo cop break and enters of homes or robbery of businesses.That is a good example of the importance of being armed. One county sheriff along the river encouraged citizens to get armed just for that purpose, freely admitting that his officers will not be there when they are needed the most. We Texans have kidnapping and ransome too but reserve our right to protect ourselves unlike EuroAsia who has copitulated entirely.You were saying?",0
"just how many cases do you want to read that says exactly what i am quoting? i just gave you a taste of things to come...like the right to be left alone. even the 10 year census, all that is required by the xivth amendment i: 1. number of people who live there 2. sex of each 3. age of each that completes the enumeration and registration for the census. i will ask the 3rd time before i cover you up with cases, show me the enumerated power of any branch of government to require a person to register any right, much less firearms.",0
"Chuz, the purpose of this summary is not to summarise your arguments as a whole - it is to summarise what your argument is up to this point.   Why not post just a summary of your position so far, as you see it - I can do the same, then you can continue with your argument?   There's no point in writing an argument, summarising it and then leaving the thread before I've had a chance to respond to even your argument (never mind your summary). If you are going to simply ignore any criticisms of your reasoning, then I struggle to see the point of you repeatedly requesting a one-on-one debate in the first place - you essentially regress your argument to the 'because I said so' that you are (presumably) hoping to avoid, it's just that there's slightly more detail.",0
when i was younger i was restricted to one hour a day on the computer.....how did i survive,0
